,customer_id,date,transaction_amount,churn,issuing_date,plan_type_Premium,plan_type_Standard
0,CUST_1,2023-01-01,193.524658235208,0,2021-03-01,False,False
1,CUST_1,2023-02-01,303.342657256548,0,2021-03-01,False,True
2,CUST_1,2023-03-01,38.46096996241769,0,2021-03-01,False,True
3,CUST_1,2023-04-01,356.955563120062,0,2021-03-01,True,False
4,CUST_1,2023-05-01,417.896893992207,0,2021-03-01,False,True
5,CUST_1,2023-06-01,255.305891354505,0,2021-03-01,True,False
6,CUST_1,2023-07-01,221.653059134637,0,2021-03-01,False,True
7,CUST_1,2023-08-01,78.3519917195005,0,2021-03-01,False,True
8,CUST_1,2023-09-01,233.474292266348,0,2021-03-01,True,False
9,CUST_1,2023-10-01,261.97487482267,1,2021-03-01,False,True
10,CUST_1,2023-11-01,307.696977431705,1,2021-03-01,False,False
11,CUST_1,2023-12-01,41.875280562787,1,2021-03-01,False,False
12,CUST_2,2023-01-01,483.159696206534,0,2018-03-01,True,False
13,CUST_2,2023-02-01,57.859335863128095,0,2018-03-01,False,True
14,CUST_2,2023-03-01,69.7987350739416,1,2018-03-01,True,False
15,CUST_2,2023-04-01,455.566997018603,1,2018-03-01,True,False
16,CUST_2,2023-05-01,334.635919333451,1,2018-03-01,True,False
17,CUST_2,2023-06-01,264.833330377127,1,2018-03-01,True,False
18,CUST_2,2023-07-01,100.578683207508,1,2018-03-01,False,False
19,CUST_2,2023-08-01,389.815083446946,1,2018-03-01,False,True
20,CUST_2,2023-09-01,448.465401709548,1,2018-03-01,True,False
21,CUST_2,2023-10-01,461.7183751613271,1,2018-03-01,False,False
22,CUST_2,2023-11-01,106.031602585381,1,2018-03-01,False,False
23,CUST_2,2023-12-01,169.411862074,1,2018-03-01,True,False
24,CUST_3,2023-01-01,142.961025569209,0,2020-09-01,False,True
25,CUST_3,2023-02-01,147.657909746817,0,2020-09-01,True,False
26,CUST_3,2023-03-01,403.07652056947904,0,2020-09-01,False,False
27,CUST_3,2023-04-01,388.399936955362,1,2020-09-01,False,False
28,CUST_3,2023-05-01,409.576099942869,1,2020-09-01,False,False
29,CUST_3,2023-06-01,367.213512340084,1,2020-09-01,True,False
30,CUST_3,2023-07-01,46.28187934970431,1,2020-09-01,False,False
31,CUST_3,2023-08-01,66.7758391673136,1,2020-09-01,True,False
32,CUST_3,2023-09-01,315.416082145503,1,2020-09-01,False,False
33,CUST_3,2023-10-01,41.1435916401516,1,2020-09-01,False,False
34,CUST_3,2023-11-01,169.339827793106,1,2020-09-01,False,False
35,CUST_3,2023-12-01,322.403160964054,1,2020-09-01,False,True
36,CUST_4,2023-01-01,241.385313329355,0,2021-03-01,False,True
37,CUST_4,2023-02-01,382.78467382228,0,2021-03-01,True,False
38,CUST_4,2023-03-01,251.959842218551,0,2021-03-01,False,True
39,CUST_4,2023-04-01,22.4553721046066,1,2021-03-01,False,False
40,CUST_4,2023-05-01,321.841101519252,1,2021-03-01,True,False
41,CUST_4,2023-06-01,259.199638670704,1,2021-03-01,False,False
42,CUST_4,2023-07-01,132.153192282949,1,2021-03-01,False,False
43,CUST_4,2023-08-01,380.220057886094,1,2021-03-01,True,False
44,CUST_4,2023-09-01,47.7201558161086,1,2021-03-01,False,False
45,CUST_4,2023-10-01,88.9984307544622,1,2021-03-01,False,False
46,CUST_4,2023-11-01,405.978985986564,1,2021-03-01,True,False
47,CUST_4,2023-12-01,437.015689191982,1,2021-03-01,False,False
48,CUST_5,2023-01-01,101.419328854158,0,2018-07-01,False,False
49,CUST_5,2023-02-01,405.64567603039103,0,2018-07-01,False,True
50,CUST_5,2023-03-01,63.9254430185616,0,2018-07-01,True,False
51,CUST_5,2023-04-01,410.827235302022,1,2018-07-01,False,False
52,CUST_5,2023-05-01,260.266178263007,1,2018-07-01,False,True
53,CUST_5,2023-06-01,118.832827130658,1,2018-07-01,False,False
54,CUST_5,2023-07-01,175.431433987778,1,2018-07-01,False,False
55,CUST_5,2023-08-01,168.36943669017,1,2018-07-01,False,False
56,CUST_5,2023-09-01,354.479289858637,1,2018-07-01,False,True
57,CUST_5,2023-10-01,486.17322053327104,1,2018-07-01,True,False
58,CUST_5,2023-11-01,133.373324954428,1,2018-07-01,False,False
59,CUST_5,2023-12-01,157.430371810217,1,2018-07-01,True,False
60,CUST_6,2023-01-01,28.0746042037211,0,2018-06-01,False,False
61,CUST_6,2023-02-01,35.2245881124948,0,2018-06-01,False,False
62,CUST_6,2023-03-01,127.385326426816,0,2018-06-01,False,False
63,CUST_6,2023-04-01,492.968722514194,0,2018-06-01,False,False
64,CUST_6,2023-05-01,383.193611511072,0,2018-06-01,False,True
65,CUST_6,2023-06-01,190.213735032434,0,2018-06-01,False,False
66,CUST_6,2023-07-01,272.529595196632,0,2018-06-01,False,True
67,CUST_6,2023-08-01,167.182231836151,1,2018-06-01,False,True
68,CUST_6,2023-09-01,299.537542162239,1,2018-06-01,True,False
69,CUST_6,2023-10-01,18.1280361746495,1,2018-06-01,True,False
70,CUST_6,2023-11-01,120.98292984699,1,2018-06-01,False,True
71,CUST_6,2023-12-01,95.4395502124458,1,2018-06-01,True,False
72,CUST_7,2023-01-01,199.500319687263,0,2020-10-01,False,True
73,CUST_7,2023-02-01,177.122512014627,0,2020-10-01,False,False
74,CUST_7,2023-03-01,439.896283156681,0,2020-10-01,True,False
75,CUST_7,2023-04-01,410.438878098596,0,2020-10-01,False,False
76,CUST_7,2023-05-01,128.507622541221,0,2020-10-01,False,True
77,CUST_7,2023-06-01,451.204848010032,0,2020-10-01,True,False
78,CUST_7,2023-07-01,181.112691560204,0,2020-10-01,False,True
79,CUST_7,2023-08-01,444.672347889908,0,2020-10-01,False,False
80,CUST_7,2023-09-01,51.228582847573904,0,2020-10-01,False,True
81,CUST_7,2023-10-01,307.150239233199,0,2020-10-01,True,False
82,CUST_7,2023-11-01,335.115866862947,0,2020-10-01,False,False
83,CUST_7,2023-12-01,278.879556789627,0,2020-10-01,False,True
84,CUST_8,2023-01-01,119.891961635674,0,2021-12-01,False,True
85,CUST_8,2023-02-01,169.445852098041,0,2021-12-01,False,True
86,CUST_8,2023-03-01,426.119471142147,0,2021-12-01,True,False
87,CUST_8,2023-04-01,55.9006362357653,0,2021-12-01,False,True
88,CUST_8,2023-05-01,129.554925255751,0,2021-12-01,False,True
89,CUST_8,2023-06-01,447.102812036786,0,2021-12-01,False,False
90,CUST_8,2023-07-01,256.292175621544,0,2021-12-01,False,True
91,CUST_8,2023-08-01,105.669064021042,0,2021-12-01,False,False
92,CUST_8,2023-09-01,21.9148235514124,0,2021-12-01,False,True
93,CUST_8,2023-10-01,470.824706332928,0,2021-12-01,True,False
94,CUST_8,2023-11-01,191.377763125168,0,2021-12-01,True,False
95,CUST_8,2023-12-01,219.810232675484,0,2021-12-01,False,False
96,CUST_9,2023-01-01,427.974633179006,0,2018-05-01,False,True
97,CUST_9,2023-02-01,427.05696904326,0,2018-05-01,False,True
98,CUST_9,2023-03-01,282.832618604592,0,2018-05-01,False,False
99,CUST_9,2023-04-01,289.329973343789,0,2018-05-01,True,False
100,CUST_9,2023-05-01,495.126386551089,0,2018-05-01,False,False
101,CUST_9,2023-06-01,439.912805244698,0,2018-05-01,True,False
102,CUST_9,2023-07-01,354.217201153684,0,2018-05-01,False,True
103,CUST_9,2023-08-01,406.586966184472,0,2018-05-01,True,False
104,CUST_9,2023-09-01,457.487870752671,0,2018-05-01,False,False
105,CUST_9,2023-10-01,401.16463769372,0,2018-05-01,False,False
106,CUST_9,2023-11-01,399.93840802369,0,2018-05-01,False,True
107,CUST_9,2023-12-01,194.035646793573,0,2018-05-01,True,False
108,CUST_10,2023-01-01,27.6117141604036,0,2022-08-01,False,False
109,CUST_10,2023-02-01,150.405213542859,1,2022-08-01,False,True
110,CUST_10,2023-03-01,28.3006124871151,1,2022-08-01,False,False
111,CUST_10,2023-04-01,186.493414291519,1,2022-08-01,False,False
112,CUST_10,2023-05-01,265.899197426854,1,2022-08-01,True,False
113,CUST_10,2023-06-01,115.752303473453,1,2022-08-01,False,True
114,CUST_10,2023-07-01,51.8202578469463,1,2022-08-01,True,False
115,CUST_10,2023-08-01,270.363769468393,1,2022-08-01,True,False
116,CUST_10,2023-09-01,322.340651734121,1,2022-08-01,False,True
117,CUST_10,2023-10-01,488.167518936642,1,2022-08-01,False,True
118,CUST_10,2023-11-01,168.248671741211,1,2022-08-01,False,False
119,CUST_10,2023-12-01,142.707803118416,1,2022-08-01,False,True
120,CUST_11,2023-01-01,48.4436268577103,0,2023-01-01,False,False
121,CUST_11,2023-02-01,419.63025905098095,0,2023-01-01,True,False
122,CUST_11,2023-03-01,94.9142168347144,0,2023-01-01,True,False
123,CUST_11,2023-04-01,279.121065705999,0,2023-01-01,False,True
124,CUST_11,2023-05-01,147.167609503512,0,2023-01-01,False,True
125,CUST_11,2023-06-01,281.633485730586,0,2023-01-01,False,True
126,CUST_11,2023-07-01,131.388184855567,0,2023-01-01,True,False
127,CUST_11,2023-08-01,17.0528094285804,1,2023-01-01,False,False
128,CUST_11,2023-09-01,29.9571131362954,1,2023-01-01,False,True
129,CUST_11,2023-10-01,354.792351096212,1,2023-01-01,False,False
130,CUST_11,2023-11-01,57.9387387189907,1,2023-01-01,True,False
131,CUST_11,2023-12-01,242.001167682477,1,2023-01-01,False,False
